LegalDescription,TownshipRange,Township,Range,Section,County,Created,Modified,Modified By,TownshipRange,DocumentName,ID
"<font color=""%23000000"">SECTIONS 28 AND 33, 	 CAUSE CD NO. 201 562270 TOWNSHIP 15 NORTH, RANGE 8 WEST, ALL IN KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">SECTIONS 28 AND 33</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","occ5199697.pdf","379"
"<font color=""%23000000"">SECTIONS 28 AND 33, 	 CAUSE CD NO. 201 562270 TOWNSHIP 15 NORTH, RANGE 8 WEST, ALL IN KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">SECTIONS 28 AND 33</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","occ5199704.pdf","380"
"<font color=""%23000000"">SECTIONS 28 AND 33, 	 CAUSE CD NO. 201 562270 TOWNSHIP 15 NORTH, RANGE 8 WEST, ALL IN KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">SECTIONS 28 AND 33</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","occ5199706.pdf","381"
"<font color=""%23000000"">SECTIONS 28 AND 33, 	 CAUSE CD NO. 201 562270 TOWNSHIP 15 NORTH, RANGE 8 WEST, ALL IN KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">SECTIONS 28 AND 33</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","occ5199712.pdf","382"
"<font color=""%23000000"">SECTIONS 28 AND 33, 	 CAUSE CD NO. 201 562270 TOWNSHIP 15 NORTH, RANGE 8 WEST, ALL IN KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">SECTIONS 28 AND 33</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","occ5199715.pdf","383"
"<font color=""%23000000"">SECTIONS 28 AND 33, 	 CAUSE CD NO. 201 562270 TOWNSHIP 15 NORTH, RANGE 8 WEST, ALL IN KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">SECTIONS 28 AND 33</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","occ5199716.pdf","384"
"<font color=""%23000000"">SECTIONS 18 AND 19, TOWNSHIP 15 NORTH, RANGE 8 WEST, KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">SECTIONS 18 AND 19</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","030A11F0.pdf","385"
"<font color=""%23000000"">SECTIONS 18 AND 19, TOWNSHIP 15 NORTH, RANGE 8 WEST, KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">SECTIONS 18 AND 19</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","030A11F4.pdf","386"
"<font color=""%23000000"">SECTIONS 18 AND 19, TOWNSHIP 15 NORTH, RANGE 8 WEST, KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">SECTIONS 18 AND 19</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","030A11F5.pdf","387"
"<font color=""%23000000"">LEGAL DESCRIPTION SECTION 18, 	 Ji 2015 - TOWNSHIP 15 NORTH, RANGE 8 WEST, KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">LEGAL DESCRIPTION SECTION 18</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","030A11F6.pdf","388"
"<font color=""%23000000"">SECTION 19, TOWNSHIP 15 NORTH, RANGE 8 WEST, KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">SECTION 19</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","030A11F7.pdf","389"
"<font color=""%23000000"">SECTIONS 16 AND 21, 	 CAUSE CD NO. 201 11233 TOWNSHIP 15 NORTH, RANGE 8 WEST, ALL IN KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">SECTIONS 16 AND 21</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","occ5200357.pdf","390"
"<font color=""%23000000"">SECTIONS 16 AND 21, 	 CAUSE CD NO. 201 11233 TOWNSHIP 15 NORTH, RANGE 8 WEST, ALL IN KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">SECTIONS 16 AND 21</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","occ5200517.pdf","391"
"<font color=""%23000000"">SECTIONS 16 AND 21, 	 CAUSE CD NO. 201 11233 TOWNSHIP 15 NORTH, RANGE 8 WEST, ALL IN KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">SECTIONS 16 AND 21</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","occ5200523.pdf","392"
"<font color=""%23000000"">SECTIONS 16 AND 21, 	 CAUSE CD NO. 201 11233 TOWNSHIP 15 NORTH, RANGE 8 WEST, ALL IN KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">SECTIONS 16 AND 21</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","occ5200526.pdf","393"
"<font color=""%23000000"">SECTIONS 16 AND 21, 	 CAUSE CD NO. 201 11233 TOWNSHIP 15 NORTH, RANGE 8 WEST, ALL IN KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">SECTIONS 16 AND 21</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","occ5200528.pdf","394"
"<font color=""%23000000"">SECTION 1, TOWNSHIP 15 NORTH, RANGE 8 WEST, KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">SECTION 1</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","030A1912.pdf","395"
"<font color=""%23000000"">SECTION 12, TOWNSHIP 15 NORTH, RANGE 8 WEST, KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">SECTION 12</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","030A1914.pdf","396"
"<font color=""%23000000"">SECTION 29, 	 CAUSE CD NO. 201503254 TOWNSHIP 15 NORTH, RANGE 8 WEST, KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">SECTION 29</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","030A6374.pdf","397"
"<font color=""%23000000"">SECTION 29, 	 CAUSE CD NO. 201503254 TOWNSHIP 15 NORTH, RANGE 8 WEST, KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">SECTION 29</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","030A6375.pdf","398"
"<font color=""%23000000"">SECTION 29, 	 CAUSE CD NO. 201503254 TOWNSHIP 15 NORTH, RANGE 8 WEST, KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">SECTION 29</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","030A6376.pdf","399"
"<font color=""%23000000"">SECTION 21, TOWNSHIP 15 NORTH, RANGE 8 WEST, KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">SECTION 21</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","occ5218121.pdf","400"
"<font color=""%23000000"">LEGAL DESCRIPTION POOLING SECTION 11, TOWNSHIP 15 NORTH, RANGE 8 WEST, KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">LEGAL DESCRIPTION </font><br><br><font color=""%23000000"">POOLING </font><br><br><font color=""%23000000"">SECTION 11</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","030A8287.pdf","401"
"<font color=""%23000000"">LEGAL DESCRIPTION POOLING SECTION 11, TOWNSHIP 15 NORTH, RANGE 8 WEST, KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">LEGAL DESCRIPTION </font><br><br><font color=""%23000000"">POOLING </font><br><br><font color=""%23000000"">SECTION 11</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","030A8288.pdf","402"
"<font color=""%23000000"">LEGAL DESCRIPTION POOLING SECTION 11, TOWNSHIP 15 NORTH, RANGE 8 WEST, KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">LEGAL DESCRIPTION </font><br><br><font color=""%23000000"">POOLING </font><br><br><font color=""%23000000"">SECTION 11</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","occ5218932.pdf","403"
"<font color=""%23000000"">LEGAL DESCRIPTION POOLING SECTION 11, TOWNSHIP 15 NORTH, RANGE 8 WEST, KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">LEGAL DESCRIPTION </font><br><br><font color=""%23000000"">POOLING </font><br><br><font color=""%23000000"">SECTION 11</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","occ5218933.pdf","404"
"<font color=""%23000000"">LEGAL DESCRIPTION POOLING SECTION 11, TOWNSHIP 15 NORTH, RANGE 8 WEST, KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">LEGAL DESCRIPTION </font><br><br><font color=""%23000000"">POOLING </font><br><br><font color=""%23000000"">SECTION 11</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","occ5218934.pdf","405"
"<font color=""%23000000"">LEGAL DESCRIPTION POOLING SECTION 11, TOWNSHIP 15 NORTH, RANGE 8 WEST, KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">LEGAL DESCRIPTION </font><br><br><font color=""%23000000"">POOLING </font><br><br><font color=""%23000000"">SECTION 11</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","occ5218935.pdf","406"
"<font color=""%23000000"">SECTION 2, TOWNSHIP 15 NORTH, RANGE 8 WEST, KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">SECTION 2</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","030ABB73.pdf","407"
"<font color=""%23000000"">SECTIONS 10 AND 15, TOWNSHIP 15 NORTH, RANGE 8 WEST, 	 KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">SECTIONS 10 AND 15</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","occ5248548.pdf","408"
"<font color=""%23000000"">SECTIONS 10 AND 15, TOWNSHIP 15 NORTH, RANGE 8 WEST, 	 KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">SECTIONS 10 AND 15</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","occ5248549.pdf","409"
"<font color=""%23000000"">SECTIONS 10 AND 15, TOWNSHIP 15 NORTH, RANGE 8 WEST, 	 KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">SECTIONS 10 AND 15</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","occ5248550.pdf","410"
"<font color=""%23000000"">SECTIONS 10 AND 15, 	 CAUSE CD NO. 201506137 TOWNSHIP 15 NORTH, RANGE 8 WEST, 	 KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">SECTIONS 10 AND 15</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","occ5248676.pdf","411"
"<font color=""%23000000"">SECTIONS 10 AND 15, 	 CAUSE CD NO. 201506137 TOWNSHIP 15 NORTH, RANGE 8 WEST, 	 KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">SECTIONS 10 AND 15</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","occ5248677.pdf","412"
"<font color=""%23000000"">SECTIONS 10 AND 15, 	 CAUSE CD NO. 201506137 TOWNSHIP 15 NORTH, RANGE 8 WEST, 	 KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">SECTIONS 10 AND 15</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","occ5248678.pdf","413"
"<font color=""%23000000"">SECTION 11, TOWNSHIP 15 NORTH, RANGE 8 WEST, KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">SECTION 11</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","030BCF62.pdf","414"
"<font color=""%23000000"">SECTION 11, TOWNSHIP 15 NORTH, RANGE 8 WEST, KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">SECTION 11</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","030BCF63.pdf","415"
"<font color=""%23000000"">SECTIONS 2 AND 11, TOWNSHIP 15 NORTH, RANGE 8 WEST, KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">SECTIONS 2 AND 11</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","030BCF6C.pdf","416"
"<font color=""%23000000"">SECTION 30, TOWNSHIP 15 NORTH, RANGE 8 WEST, KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">SECTION 30</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","030BFF1A.pdf","417"
"<font color=""%23000000"">SECTION 30, TOWNSHIP 15 NORTH, RANGE 8 WEST, KINGFISHER</font>","T15N-R8W","T15N","R8W","<font color=""%23000000"">SECTION 30</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R8W","030BFF1B.pdf","418"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 18, TOWNSHIP 15 NORTH, RANGE 9 WEST, KINGFISHER</font>","T15N-R9W","T15N","R9W","<font color=""%23000000"">SECTION 18</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R9W","0309426B.pdf","419"
"<font color=""%23000000"">SECTIONS 8 AND 17, TOWNSHIP 15 NORTH, RANGE 9 WEST, KINGFISHER</font>","T15N-R9W","T15N","R9W","<font color=""%23000000"">SECTIONS 8 AND 17</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R9W","03097520.pdf","420"
"<font color=""%23000000"">SECTIONS 8 AND 17, TOWNSHIP 15 NORTH, RANGE 9 WEST, KINGFISHER</font>","T15N-R9W","T15N","R9W","<font color=""%23000000"">SECTIONS 8 AND 17</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R9W","03097521.pdf","421"
"<font color=""%23000000"">SECTIONS 8 AND 17, TOWNSHIP 15 NORTH, RANGE 9 WEST, KINGFISHER</font>","T15N-R9W","T15N","R9W","<font color=""%23000000"">SECTIONS 8 AND 17</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R9W","03097522.pdf","422"
"<font color=""%23000000"">SECTION 17, TOWNSHIP 15 NORTH, RANGE 9 WEST, KINGFISHER</font>","T15N-R9W","T15N","R9W","<font color=""%23000000"">SECTION 17</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R9W","03097529.pdf","423"
"<font color=""%23000000"">SECTION 8, TOWNSHIP 15 NORTH, RANGE 9 WEST, KINGFISHER</font>","T15N-R9W","T15N","R9W","<font color=""%23000000"">SECTION 8</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R9W","0309752A.pdf","424"
"<font color=""%23000000"">SECTION 17, TOWNSHIP 15 NORTH, RANGE 9 WEST, KINGFISHER</font>","T15N-R9W","T15N","R9W","<font color=""%23000000"">SECTION 17</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R9W","030A0A2D.pdf","425"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTIONS 6 AND 7, TOWNSHIP 15 NORTH, RANGE 9 WEST, KINGFISHER</font>","T15N-R9W","T15N","R9W","<font color=""%23000000"">SECTIONS 6 AND 7</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R9W","030A59A2.pdf","426"
"<font color=""%23000000"">SECTION 8, TOWNSHIP 15 NORTH, RANGE 9 WEST, KINGFISHER</font>","T15N-R9W","T15N","R9W","<font color=""%23000000"">SECTION 8</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R9W","occ5217425.pdf","427"
"<font color=""%23000000"">SECTION 8, TOWNSHIP 15 NORTH, RANGE 9 WEST, ALL IN KINGFISHER</font>","T15N-R9W","T15N","R9W","<font color=""%23000000"">SECTION 8</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R9W","occ5217426.pdf","428"
"<font color=""%23000000"">SECTION 8, TOWNSHIP 15 NORTH, RANGE 9 WEST, ALL IN KINGFISHER</font>","T15N-R9W","T15N","R9W","<font color=""%23000000"">SECTION 8</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R9W","occ5217427.pdf","429"
"<font color=""%23000000"">SECTION 8, TOWNSHIP 15 NORTH, RANGE 9 WEST, ALL IN KINGFISHER</font>","T15N-R9W","T15N","R9W","<font color=""%23000000"">SECTION 8</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R9W","occ5217582.pdf","430"
"<font color=""%23000000"">SECTION 8, TOWNSHIP 15 NORTH, RANGE 9 WEST, ALL IN KINGFISHER</font>","T15N-R9W","T15N","R9W","<font color=""%23000000"">SECTION 8</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R9W","occ5217591.pdf","431"
"<font color=""%23000000"">SECTION 8, TOWNSHIP 15 NORTH, RANGE 9 WEST, ALL IN KINGFISHER</font>","T15N-R9W","T15N","R9W","<font color=""%23000000"">SECTION 8</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R9W","occ5217620.pdf","432"
"<font color=""%23000000"">SECTION 8, TOWNSHIP 15 NORTH, RANGE 9 WEST, ALL IN KINGFISHER</font>","T15N-R9W","T15N","R9W","<font color=""%23000000"">SECTION 8</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R9W","occ5217621.pdf","433"
"<font color=""%23000000"">SECTION 8, TOWNSHIP 15 NORTH, RANGE 9 WEST, ALL IN KINGFISHER</font>","T15N-R9W","T15N","R9W","<font color=""%23000000"">SECTION 8</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R9W","occ5217622.pdf","434"
"<font color=""%23000000"">SECTION 35, TOWNSHIP 15 NORTH, 	 OC 2 71115. RANGE 9 WEST, KINGFISHER</font>","T15N-R9W","T15N","R9W","<font color=""%23000000"">SECTION 35</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R9W","030AFFEC.pdf","435"
"<font color=""%23000000"">SECTION 35, TOWNSHIP 15 NORTH, RANGE 9 WEST, KINGFISHER</font>","T15N-R9W","T15N","R9W","<font color=""%23000000"">SECTION 35</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R9W","030AFFED.pdf","436"
"<font color=""%23000000"">SECTION 29, 	 REPLACEMENT FOR FAX FILED ON TOWNSHIP 15 NORTH, RANGE 9 WEST, 	 FILED KINGFISHER</font>","T15N-R9W","T15N","R9W","<font color=""%23000000"">SECTION 29</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R9W","030B1F7D.pdf","437"
"<font color=""%23000000"">SECTION 29, TOWNSHIP 15 NORTH, RANGE 9 WEST, KINGFISHER</font>","T15N-R9W","T15N","R9W","<font color=""%23000000"">SECTION 29</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R9W","030B1F7E.pdf","438"
"<font color=""%23000000"">SECTION 29, TOWNSHIP 15 NORTH, RANGE 9 WEST, KINGFISHER</font>","T15N-R9W","T15N","R9W","<font color=""%23000000"">SECTION 29</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R9W","030B1F7F.pdf","439"
"<font color=""%23000000"">SECTION 29, TOWNSHIP 15 NORTH, RANGE 9 WEST, KINGFISHER</font>","T15N-R9W","T15N","R9W","<font color=""%23000000"">SECTION 29</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R9W","030B1F80.pdf","440"
"<font color=""%23000000"">ALL OF SECTION 4, TOWNSHIP 15 NORTH, RANGE 9 WEST, KINGFISHER</font>","T15N-R9W","T15N","R9W","<font color=""%23000000"">ALL OF SECTION 4</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R9W","occ5267640.pdf","441"
"<font color=""%23000000"">LEGAL DESCRIPTION SECTION 30, TOWNSHIP 14 NORTH, RANGE 13 WEST, BLAINE</font>","T14N-R13W","T14N","R13W","<font color=""%23000000"">LEGAL DESCRIPTION SECTION 30</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R13W","occ5165644.pdf","442"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 32, TOWNSHIP 14 NORTH, RANGE 13 WEST, BLAINE</font>","T14N-R13W","T14N","R13W","<font color=""%23000000"">SECTION 32</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R13W","occ5239899.pdf","443"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 29, TOWNSHIP 14 NORTH, RANGE 13 WEST, BLAINE</font>","T14N-R13W","T14N","R13W","<font color=""%23000000"">SECTION 29</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R13W","occ5239900.pdf","444"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTIONS 32 AND 29, TOWNSHIP 14 NORTH, RANGE 13 WEST, BLAINE</font>","T14N-R13W","T14N","R13W","<font color=""%23000000"">SECTIONS 32 AND 29</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R13W","occ5239902.pdf","445"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTIONS 32 AND 29, TOWNSHIP 14 NORTH, RANGE 13 WEST, BLAINE</font>","T14N-R13W","T14N","R13W","<font color=""%23000000"">SECTIONS 32 AND 29</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R13W","occ5239903.pdf","446"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 20, TOWNSHIP 14 NORTH, RANGE 13 WEST, BLAINE</font>","T14N-R13W","T14N","R13W","<font color=""%23000000"">SECTION 20</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R13W","occ5240942.pdf","447"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTIONS 20 AND 29, TOWNSHIP 14 NORTH, RANGE 13 WEST, BLAINE</font>","T14N-R13W","T14N","R13W","<font color=""%23000000"">SECTIONS 20 AND 29</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R13W","occ5240944.pdf","448"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTIONS 20 AND 29, TOWNSHIP 14 NORTH, RANGE 13 WEST, BLAINE</font>","T14N-R13W","T14N","R13W","<font color=""%23000000"">SECTIONS 20 AND 29</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R13W","occ5240946.pdf","449"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTIONS 20 AND 29, TOWNSHIP 14 NORTH, RANGE 13 WEST, BLAINE</font>","T14N-R13W","T14N","R13W","<font color=""%23000000"">SECTIONS 20 AND 29</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R13W","occ5240948.pdf","450"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 29, TOWNSHIP 14 NORTH, RANGE 13 WEST, BLAINE</font>","T14N-R13W","T14N","R13W","<font color=""%23000000"">SECTION 29</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R13W","030B1165.pdf","451"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 29, TOWNSHIP 14 NORTH, RANGE 13 WEST, BLAINE</font>","T14N-R13W","T14N","R13W","<font color=""%23000000"">SECTION 29</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R13W","030B1166.pdf","452"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 4, TOWNSHIP 14 NORTH, RANGE 13 WEST, BLAINE</font>","T14N-R13W","T14N","R13W","<font color=""%23000000"">SECTION 4</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R13W","occ5244147.pdf","453"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 9, TOWNSHIP 14 NORTH, RANGE 13 WEST, BLAINE</font>","T14N-R13W","T14N","R13W","<font color=""%23000000"">SECTION 9</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R13W","occ5244148.pdf","454"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 9, TOWNSHIP 14 NORTH, RANGE 13 WEST, BLAINE</font>","T14N-R13W","T14N","R13W","<font color=""%23000000"">SECTION 9</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R13W","occ5244151.pdf","455"
